tournament_id;date;players;archetype_id;archetype_name;lists;lists_total;share;wins;losses;ties;matches;win_rate;win_rate_convention
6a9cdf15ab080c8c957fb8af;2026-09-07;141;sharpedo-toxtricity;Sharpedo Toxtricity;1;141;0.007092;1;7;0;8;0.125;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;mega-darkrai-ex;Mega Darkrai;1;141;0.007092;1;7;0;8;0.125;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;greninja-ex;Greninja;1;141;0.007092;1;7;0;8;0.125;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;rocket-mewtwo-ex;Rocket's Mewtwo;1;141;0.007092;1;7;0;8;0.125;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;ursaluna-lunatone;Ursaluna Lunatone;1;141;0.007092;1;7;0;8;0.125;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;ceruledge-ex;Ceruledge;1;141;0.007092;0;2;0;2;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;decidueye-ex;Decidueye;1;141;0.007092;0;4;0;4;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;archaludon-dudunsparce;Archaludon Dudunsparce;1;141;0.007092;0;3;0;3;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;lopunny-dusknoir;Lopunny Dusknoir;1;141;0.007092;0;1;0;1;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;ethan-magcargo;Ethan's Magcargo;1;141;0.007092;0;6;0;6;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;okidogi-barbaracle;Okidogi Barbaracle;1;141;0.007092;0;8;0;8;0.0;mitUnentschieden
6a9cdf15ab080c8c957fb8af;2026-09-07;141;beedrill-ex-cri;Beedrill;1;141;0.007092;0;1;0;1;0.0;mitUnentschieden
